data_center_id,data_center_name,state,city,latitude,longitude,year_operational,capacity_mw,capacity_sqft,dc_type
google-papillion-building-3,Google Papillion - Building 3,Nebraska,Papillion,41.13436909071282,-96.15591087448831,2022.0,,,ai
google-papillion-building-4,Google Papillion - Building 4,Nebraska,Papillion,41.13788420354976,-96.1514510730161,2022.0,,,ai
meta-sarpy-building-3,Meta Sarpy - Building 3,Nebraska,Springfield,41.12433549761963,-96.14409068981176,2022.0,,,ai
meta-sarpy-building-4,Meta Sarpy - Building 4,Nebraska,Springfield,41.12277165698714,-96.1328598931154,2022.0,,,ai
meta-sarpy-building-5,Meta Sarpy - Building 5,Nebraska,Springfield,41.12438665888419,-96.13285989311488,2022.0,,,ai
meta-sarpy-building-2,Meta Sarpy - Building 2,Nebraska,Springfield,41.12274474064139,-96.14434818187756,2022.0,,,ai
google-papillion-building-1,Google Papillion - Building 1,Nebraska,Papillion,41.1348018,-96.1440518,2022.0,,,ai
google-papillion,Google Papillion Campus,Nebraska,Papillion,41.1361375,-96.1477899,2022.0,,,ai
meta-sarpy-building-7,Meta Sarpy - Building 7,Nebraska,Springfield,41.11377374766778,-96.14249774655816,2022.0,,,ai
meta-sarpy-data-center,Meta Sarpy Campus,Nebraska,Papillion,41.1220776,-96.1394112,2022.0,,,ai
meta-sarpy-building-8,Meta Sarpy - Building 8,Nebraska,Springfield,41.11217575768691,-96.14167311142808,2022.0,,,ai
meta-sarpy-building-1,Meta Sarpy - Building 1,Nebraska,Springfield,41.12066038914475,-96.14467602666392,2022.0,,,ai
meta-sarpy-building-6,Meta Sarpy - Building 6,Nebraska,Springfield,41.11463194656329,-96.14336678227838,2022.0,,,ai
litewire,Litewire Data Center,Tennessee,McMinnville,35.6920634,-85.7607224,2014.0,,,general
cleanspark-crossville-1,CleanSpark Crossville 1,Tennessee,Crossville,36.05683779763053,-85.13811701854402,2022.0,,,crypto
cleanspark-crossville-2,CleanSpark Crossville 2,Tennessee,Crossville,35.960612,-85.046521,2022.0,,,crypto
cha-1,DC BLOX Chattanooga,Tennessee,Chattanooga,35.031571,-85.2973559,2018.0,1.0,8000.0,general
chattanooga,Scipio Technologies Chattanooga,Tennessee,Chattanooga,35.0377211,-85.2932737,2018.0,,,general
mca-corporate,MCA Chattanooga,Tennessee,Chattanooga,35.0758761,-85.184511,2018.0,,,general
the-stem-practice-chattanooga,The STEM Practice Chattanooga,Tennessee,Chattanooga,35.0495181,-85.3080217,2018.0,,,general
airnet-group,"Airnet, by Dataprise",Tennessee,Chattanooga,35.0473205,-85.3107537,2002.0,,12765.0,ai
windstream-bristol,Windstream Bristol,Tennessee,Bristol,36.5931308,-82.1835569,2018.0,,,general
cleanspark-new-tazewell,CleanSpark New Tazewell,Tennessee,New Tazewell,36.39852500509374,-83.69328333666122,2022.0,,,crypto
windstream-knoxville,Windstream Knoxville,Tennessee,Knoxville,35.9519035,-84.1250367,2018.0,,,general
bitdeer-knoxville-tennessee,Bitdeer Tennessee,Tennessee,Knoxville,35.9420515,-83.8352896,2020.0,86.0,,crypto
digital-crossing,Scipio Technologies Knoxville,Tennessee,Knoxville,35.966315,-83.921483,2018.0,,,general
cleanspark-jellico,CleanSpark Jellico,Tennessee,Jellico,36.5761589,-84.11075300000002,2022.0,,,crypto
cleanspark-mountain-city,CleanSpark Mountain City,Tennessee,Mountain City,36.44563369999999,-81.8007219,2022.0,30.0,,crypto
cleanspark-winfield,CleanSpark Winfield,Tennessee,Winfield,36.5467887,-84.4521787,2022.0,,,crypto
cleanspark-lenoir-city,CleanSpark Lenoir City,Tennessee,Lenoir City,35.87321746916516,-84.24082921400112,2022.0,,,crypto
the-fort,TenHats Knoxville,Tennessee,Knoxville,35.9704762,-83.9121043,2018.0,3.0,10000.0,general
infinity-data-center,Infinity Data Center,Tennessee,Knoxville,35.9585301,-84.1391791,2018.0,,,general
google-montgomery-county,Google Montgomery County Data Center,Tennessee,Clarksville,36.620664,-87.2617554,2017.0,,,ai
lcub-data-center,LCUB Data Center,Tennessee,Lenoir City,35.8407381,-84.2658246,2018.0,2.0,4400.0,general
nexus-nrep,Scipio Technologies NREP,Tennessee,Nashville,,,2018.0,,,general
tierpoint-nashville,TierPoint Nashville,Tennessee,Franklin,35.9245231,-86.8555194,2013.0,2.4,26000.0,general
flexential-cool-springs,Flexential Nashville - Cool Springs Data Center - $0 NRC's,Tennessee,Franklin,35.9498275,-86.8324503,2018.0,3.15,,general
radiusdc-nashville-i,RadiusDC Nashville I,Tennessee,Nashville,36.2216592,-86.7838943,2018.0,12.0,102500.0,general
meta-gallatin-data-center,Meta Gallatin Campus,Tennessee,Gallatin,36.4064288,-86.3711745,2018.0,,,ai
level3-nashville1,Lumen Nashville 1,Tennessee,Nashville,36.1029297,-86.7555746,2018.0,,,general
switchdata-nashville,H5 Data Centers Nashville II,Tennessee,Nashville,36.262274,-86.705301,2018.0,,19700.0,general
meta-gallatin-building-1,Meta Gallatin - Building 1,Tennessee,Gallatin,36.41184837181982,-86.3701040104377,2018.0,,,ai
zcolo-209-10th-ave-south,DataBank - 209 10th Ave South,Tennessee,Nashville,36.1551611,-86.7825558,2018.0,,,general
meta-gallatin-building-6,Meta Gallatin - Building 6,Tennessee,Gallatin,36.40660342366841,-86.36614061639247,2018.0,,,ai
edcnas01,EdgeConneX Nashville - EDCNAS01,Tennessee,Nashville,36.1454692,-86.7020989,2018.0,0.5,9355.0,general
twtc-berry-hill,Lumen Berry Hill,Tennessee,Berry Hill,36.119184,-86.758299,2018.0,,,general
flexential-brentwood,Flexential Nashville - Brentwood Data Center,Tennessee,Brentwood,35.971732,-86.810081,2018.0,1.49,,general
level3-nashville3,Lumen Nashville 3,Tennessee,Nashville,36.189148,-86.804111,2018.0,,,general
evoque-nashville,Csquare - Nashville,Tennessee,Gallatin,36.40622726450199,-86.39295021659508,2018.0,100.0,,general
level3-nashville2,Lumen Nashville 2,Tennessee,Nashville,36.1496612,-86.6796724,2018.0,,,general
nuvox-nashville,Windstream Nashville,Tennessee,Nashville,36.173667,-86.7835769,2018.0,,,general
h5-nashville,H5 Data Centers Nashville I,Tennessee,Nashville,36.1626255,-86.77627760000001,2018.0,,22000.0,general
windstream-brentwood,Windstream Brentwood,Tennessee,Brentwood,36.0371745,-86.8060782,2018.0,,,general
cogent-data-center-nashville,Cogent Data Center - Nashville,Tennessee,Nashville,36.1321629,-86.7528932,2018.0,2.5,,general
flexential-franklin-data-center,Flexential Nashville - Franklin Data Center,Tennessee,Franklin,35.9202805,-86.8156181,2018.0,6.0,,general
meta-gallatin-building-3,Meta Gallatin - Building 3,Tennessee,Gallatin,36.40846480888727,-86.37191881105166,2018.0,,,ai
meta-gallatin-building-4,Meta Gallatin - Building 4,Tennessee,Gallatin,36.40853783698137,-86.37064845062189,2018.0,,,ai
data-suites,Data Suites,Tennessee,Murfreesboro,35.8574003,-86.406496,2018.0,2.0,,general
meta-gallatin-building-5,Meta Gallatin - Building 5,Tennessee,Gallatin,36.40577858268337,-86.36718378161957,2018.0,,276000.0,ai
iris-nashville,IRIS Nashville,Tennessee,Nashville,36.1626568,-86.7763702,2018.0,,,general
meta-gallatin-building-2,Meta Gallatin - Building 2,Tennessee,Gallatin,36.41177534683773,-86.36883365000794,2018.0,,,ai
aeneas-internet--telephone,Aeneas Data Center,Tennessee,Jackson,35.6161559,-88.8160211,2018.0,,,general
the-stem-practice-memphis,The STEM Practice Memphis,Tennessee,Memphis,35.1619366,-89.8601101,2026.0,9.0,38500.0,general
connect-memphis,Connect Memphis,Tennessee,Memphis,35.04177240000001,-89.8845309,2025.0,,99000.0,general
sentinel-tn-1,Sentinel TN-1,Tennessee,Memphis,35.0629714,-89.7861257,2018.0,,,general
level3-memphis1,Lumen Memphis 1,Tennessee,Memphis,35.028699,-89.930883,2018.0,,,general
worldspice,WorldSpice Data Center,Tennessee,Memphis,35.1132013,-89.8931496,2018.0,,,general
xai-memphis-supercluster,xAI Colossus 1,Tennessee,Memphis,35.0599407,-90.1569045,2018.0,,,ai
5400-tulane-road,xAI Colossus 2,Tennessee,Whitehaven,34.9979652,-90.0348422,2018.0,,,ai
5cdc-memphis-mem01,5CDC Memphis - MEM01,Tennessee,Memphis,35.0327761,-89.9353956,2018.0,60.0,,general
collierville-enterprise-data-center,Collierville Enterprise Data Center,Tennessee,Collierville,35.039048,-89.7186456,2001.0,10.0,41000.0,general
expedient-memphis,Expedient Memphis,Tennessee,Memphis,35.0630144,-89.7861248,2018.0,1.5,,general
xo-memphis,Verizon Memphis,Tennessee,Memphis,35.1086123,-89.890964,2018.0,,,general
colocation-memphis,DataBank MEM1 - Memphis,Tennessee,Memphis,35.203139,-89.808542,2018.0,0.45,7090.0,general
edgeconnex-edcmem01,EdgeConneX Memphis - EDCMEM01,Tennessee,Memphis,35.0387368,-89.8853296,2018.0,0.5,5633.0,general
earth-station-76,Earth Station 76,New Jersey,Logan,39.7966111,-75.3650127,2027.0,,,general
comcast-clinton,Comcast Clinton,New Jersey,Clinton,40.6328299,-74.91908169999999,2018.0,,,general
datapipe-somerset,Rackspace New York 2,New Jersey,Somerset,40.544623,-74.53885,2018.0,2.0,35000.0,general
somerset-nj-iii,Rackspace New York 1,New Jersey,Somerset,40.5400359,-74.5385269,2018.0,2.7,11000.0,general
on3-data-center,ON3 Data Center,New Jersey,Nutley,40.82918195979641,-74.15369230315505,2018.0,,,general
new-jersey-data-center,CyrusOne NYM2 - Totowa,New Jersey,Totowa,40.90718821224114,-74.24230098724365,2018.0,16.0,50000.0,ai
level-3-newark,Lumen Newark,New Jersey,Newark,40.736729,-74.173286,2018.0,,,general
us-liquidity-center-uslc,US Liquidity Center (USLC),New Jersey,Mahwah,41.0783734,-74.1529297,2018.0,28.0,100000.0,general
410-commerce-blvd-ewr14,410 Commerce Blvd (EWR14),New Jersey,Carlstadt,40.82906491975314,-74.04933986945608,2018.0,2.2,20100.0,general
cogent-data-center-sparta,Cogent Data Center - Sparta,New Jersey,Sparta,41.0189396,-74.5498334,2018.0,,,general
crown-castle-nj1,Crown Castle Newawk (NJ1),New Jersey,Newawk,40.7368322,-74.1735653,2010.0,,9428.0,general
equinix-newark,Equinix NY1,New Jersey,Newark,40.7368442,-74.17340229999999,2018.0,,21775.0,ai
level3-newark1,Lumen Newark 1,New Jersey,Newark,39.6602363,-75.7798307,2018.0,,,general
cyrusone-nym1,CyrusOne NYM1 - Somerset,New Jersey,Somerset,40.5378291,-74.54596210000001,2018.0,40.0,185000.0,ai
bt-nutley,BT Nutley,New Jersey,Nutley,40.8214568,-74.1341867,2018.0,,,general
cogent-data-center-franklin,Cogent Data Center - Franklin,New Jersey,Franklin,41.1166798,-74.57588,2018.0,,6669.0,general
165-halsey,165 Halsey Street,New Jersey,Newark,40.7368442,-74.1734023,2018.0,23.5,360000.0,general
coreweave-kenilworth,CoreWeave Kenilworth,New Jersey,Kenilworth,40.67571702142524,-74.2745658726296,2018.0,,,general
zcolo-new-jersey,DataBank EWR1 - Downtown Newark,New Jersey,Newark,40.7367836,-74.17393,2018.0,1.7,34360.0,general
tellurian-datacenter,Planet Networks Data Center,New Jersey,Newton,41.057037,-74.751059,2018.0,,,general
equinix-ny11,Equinix NY11,New Jersey,Carteret,40.58445,-74.243365,2018.0,,112065.0,ai
sprint-pennsauken,Cogent Data Center - Pennsauken,New Jersey,Merchantville,39.949043,-75.065833,2018.0,2.3,39601.0,general
continuity-centers-princeton,Continuity Centers Princeton,New Jersey,Princeton,40.3495746,-74.5947562,2016.0,,158235.0,general
princeton-nurseries-data-center,Princeton Nurseries Data Center,New Jersey,Princeton,40.3613988,-74.6025963,2018.0,,340985.0,general
blue-hill-new-jersey,Blue Hill New Jersey,New Jersey,Branchburg,40.6098112,-74.71093599999999,2018.0,,10000.0,general
tata-wall-nj,Tata Communications Wall NJ,New Jersey,Wall Township,40.1615808,-74.0531669,2018.0,,,general
njfx,NJFX Data Center,New Jersey,Wall,40.1599326,-74.05284,2018.0,9.0,,general
level3-jersey-city,Lumen Jersey City,New Jersey,Jersey City,40.7184768,-74.037586,2018.0,,,general
newport-financial-center,Newport Financial Center,New Jersey,Jersey City,40.7263945,-74.033621,1988.0,,480000.0,general
sungard-777-central,11:11 Systems Carlstadt,New Jersey,Carlstadt,40.828343,-74.0451928,2018.0,,96000.0,general
qts-jersey-city,QTS Jersey City 1 DC1,New Jersey,Jersey City,40.7189,-74.041929,2018.0,3.0,51000.0,ai
one-evertrust-plaza,One Evertrust Plaza,New Jersey,Jersey City,40.7184768,-74.037586,1986.0,,,general
colocation-america-njdc1,Colocation America NJDC1,New Jersey,Clifton,40.8299598,-74.1266333,2018.0,33.0,179000.0,general
cyxtera-ewr2c,"Csquare - New York EWR2-C,D",New Jersey,Weehawken,40.760671,-74.026278,2018.0,12.0,,general
sungard-410-commerce,365 Data Centers - Carlstadt,New Jersey,Carlstadt,40.828932,-74.049205,2018.0,18.0,120000.0,general
cyxtera-ewr2,"Csquare - New York EWR2-A,B",New Jersey,Weehawken,40.761929,-74.025163,2018.0,,,general
telx-njr2,100 Delawanna Ave (EWR20),New Jersey,Clifton,40.82998709,-74.12638166,1971.0,3.9,143500.0,general
2-peekay-drive,2 Peekay Drive (EWR21),New Jersey,Clifton,40.8305887,-74.1245449,2013.0,30.0,55200.0,general
dataverge-nj,DataVerge NJ,New Jersey,Jersey City,40.7263044,-74.0337401,1975.0,1.0,10000.0,general
switchdata-new-jersey,Equinix NY7,New Jersey,North Bergen,40.7969847,-74.0311359,2018.0,,71945.0,ai
cyxtera-ewr1,Csquare - New York EWR1,New Jersey,Jersey City,40.719595,-74.033245,2018.0,13.2,22858.0,general
equinix-ny6,Equinix NY6,New Jersey,Secaucus,40.77750539619046,-74.07271387500744,2015.0,,16393.0,ai
atlantic-metro-ewr1,365 Data Centers - Weehawken,New Jersey,Weehawken,40.761979,-74.026033,2014.0,0.281,,general
level-3-hudson-county,Lumen Weehawken 1,New Jersey,Weehawken,40.761979,-74.026033,2018.0,,,general
continent-8-atlantic-city-dc3,Continent 8 Atlantic City DC3,New Jersey,Atlantic City,39.3630994,-74.43856339999999,2018.0,,495.0,general
continent-8-atlantic-city-dc2,Continent 8 Atlantic City DC2,New Jersey,Atlantic City,39.36260061030509,-74.41465924135426,2018.0,,,general
colocation-america-njdc11,Colocation America NJDC2,New Jersey,Secaucus,40.7778177,-74.07590859999999,2018.0,2.0,9800.0,general
evoque-nyc3,Csquare - New York EWR5-A,New Jersey,Secaucus,40.78623,-74.06912009999999,2018.0,2.0,98600.0,general
interserver,InterServer TEB2,New Jersey,Secaucus,40.7860205,-74.073953,2007.0,,6500.0,general
equinix-secaucus,Equinix NY5,New Jersey,Secaucus,40.7785344,-74.0722373,2018.0,,129435.0,ai
equinix-secaucus-2,Equinix NY2,New Jersey,Secaucus,40.7778177,-74.07590859999999,2018.0,,131039.0,ai
coresite-ny3,CoreSite Secaucus (NY3),New Jersey,Secaucus,40.78505169854645,-74.06526748830495,2024.0,15.0,85000.0,general
equinix-ny3,Equinix NY3,New Jersey,Secaucus,40.77475460479761,-74.06893128829691,2018.0,,48860.0,ai
equinix-ny4,Equinix NY4,New Jersey,Secaucus,40.7764996,-74.06985089999999,2018.0,,151770.0,ai
interserver-teb4,InterServer TEB4,New Jersey,Secaucus,40.7852512,-74.0749908,2018.0,2.5,48000.0,general
h5-new-jersey,H5 Data Centers New Jersey,New Jersey,Secaucus,40.7852512,-74.0749908,2010.0,5.0,38000.0,general
evocative-ewr1,Evocative EWR1,New Jersey,Secaucus,40.7876619,-74.06801519999999,2018.0,10.0,,general
interserver,InterServer TEB2,New Jersey,Secaucus,40.7860205,-74.073953,2007.0,,6500.0,general
level3-south-brunswick1,Lumen South Brunswick 1,New Jersey,South Brunswick,40.4468942,-74.4988382,2018.0,,,general
iron-mountain-nje-1,Iron Mountain Data Centers NJE-1,New Jersey,Edison,40.5208708,-74.3472666,2018.0,30.0,830000.0,ai
net-access-parsippany-i,Cologix NNJ1,New Jersey,Parsippany,40.840125,-74.459946,2018.0,,,general
net-access-parsippany-ii,Cologix NNJ3,New Jersey,Parsippany,40.857084,-74.418907,2010.0,,,general
cologix-nnj4,Cologix NNJ4,New Jersey,Cedar Knolls,40.8339113,-74.4481389,2018.0,,,general
cedar-knolls-datacenter,Cologix NNJ2,New Jersey,Cedar Knolls,40.831772,-74.448799,2006.0,,,general
nebius-new-jersey,Nebius New Jersey,New Jersey,Vineland,39.48693919999999,-75.0430969,2018.0,,,general
365dcs-bridgewater-nj,"365 Data Centers - Bridgewater, NJ",New Jersey,Bridgewater Township,40.5814613,-74.57389,2010.0,20.0,25600.0,general
nj1,NYI - New Jersey,New Jersey,Bridgewater,40.5815421,-74.5736396,2010.0,20.0,,general
hackensack-hq,Hackensack HQ,New Jersey,Hackensack,40.9080868,-74.0420139,2018.0,,,general
whitelabel-itsolutions,Whitelabel IT Solutions Data Center,New Jersey,Hackensack,40.8832772,-74.0502641,2016.0,4.0,20000.0,general
cyxtera-ewr3a,Csquare - New York EWR3-A,New Jersey,Piscataway,40.553721,-74.457221,2018.0,5.4,49452.0,general
databank-ewr2,DataBank EWR2 - Piscataway,New Jersey,Piscataway,40.5492738,-74.4582426,2018.0,3.0,22590.0,general
open-data-centers,Hammer Piscataway Data Center,New Jersey,Piscataway,40.5495735,-74.4557503,2012.0,,10000.0,general
365-south-randolphville,365 S. Randolphville Road (EWR12),New Jersey,Piscataway,40.5529182,-74.4592115,1970.0,14.4,134300.0,general
blue-hill-new-jersey,Blue Hill New Jersey,New Jersey,Branchburg,40.6098112,-74.71093599999999,2018.0,,10000.0,general
qts-piscataway,QTS Piscataway 1 DC1,New Jersey,Piscataway Township,40.5569046,-74.4847346,2018.0,52.0,176000.0,ai
reliablesite-nyc-metro,ReliableSite NYC Metro,New Jersey,Piscataway,40.5571597,-74.4841497,2018.0,36.4,,general
3-corporate-place,3 Corporate Place (EWR11),New Jersey,Piscataway,40.5545366,-74.4568998,1970.0,3.3,28400.0,general
digital-fortress-piscataway,Digital Fortress New Jersey,New Jersey,Piscataway,40.544659,-74.49575,2018.0,5.0,9700.0,general
24shells-nj1,24Shells NJ1,New Jersey,Piscataway,40.5571382,-74.484171,2018.0,,,general
colocrossing-nj1,ColoCrossing NJ1,New Jersey,Piscataway,40.5571626,-74.4842568,2010.0,36.4,,general
1115-centennial-avenue,1115 Centennial Avenue (EWR19),New Jersey,Piscataway,40.5529182,-74.4592115,1970.0,4.8,36400.0,general
constant-hosting-pnj1,Constant Hosting PNJ1,New Jersey,Piscataway,40.5572279,-74.4840422,2010.0,36.0,176000.0,general
oneeighty-coeur-d-alene,Fusion Connect - Coeur d Alene,Idaho,Coeur d Alene,47.7003336,-116.7922733,2018.0,,,general
ionswitch-cda01,IonSwitch CDA01,Idaho,Coeur d'Alene,47.7003746,-116.7944506,2018.0,,,general
tonaquint-boi,ValorC3 Boise Data Center,Idaho,Boise,43.6080104,-116.3101535,2000.0,2.0,8500.0,general
gemstone-technology-park,Gemstone Technology Park,Idaho,Kuna,43.4454568,-116.3733508,2018.0,,,general
t5-data-centers-nampa,T5 Data Centers - Nampa,Idaho,Nampa,43.614366,-116.5595019,2018.0,8.25,,general
gemstone-technology-park-dc1,Gemstone Technology Park DC1,Idaho,Kuna,43.447687,-116.371953,2018.0,,,general
involta-boise,Ark Data Centers Boise 1,Idaho,Boise,43.5799403,-116.2907646,2015.0,1.0,10000.0,general
syringa-networks-boise,Syringa Networks Boise,Idaho,Boise,43.5681619,-116.2104851,2018.0,,10000.0,general
involta-boise2,Ark Data Centers Boise 2,Idaho,Boise,43.5916338,-116.2980555,2018.0,,12000.0,general
valorc3-boise-2-data-center,ValorC3 Boise 2 Data Center,Idaho,Boise,43.6150186,-116.2023137,2027.0,10.0,,general
gemstone-technology-park-dc3,Gemstone Technology Park DC3,Idaho,Kuna,43.447687,-116.366581,2018.0,,,general
gemstone-technology-park-dc4,Gemstone Technology Park DC4,Idaho,Kuna,43.447687,-116.36379,2018.0,,,general
meta-kuna-data-center,Meta Kuna Data Center,Idaho,Kuna,43.4630993,-116.2674797,2018.0,,,ai
gemstone-technology-park-dc5,Gemstone Technology Park DC5,Idaho,Kuna,43.447687,-116.361214,2018.0,,,general
gemstone-technology-park-dc2,Gemstone Technology Park DC2,Idaho,Kuna,43.447687,-116.369296,2018.0,,,general
adtaq-idaho-datacenter,ADTAQ Idaho Datacenter,Idaho,Weiser,44.2457448,-116.9704836,2025.0,0.1,,general
t-rex-orofino,T-REX Orofino,Idaho,Orofino,46.48412099999999,-116.2045325,2018.0,,6000.0,general
deep-atomic-idaho-falls,Deep Atomic Idaho Falls,Idaho,Idaho Falls,43.51948489999999,-112.0459325,2018.0,60.0,,general
kattare-cvo,Kattare Corvallis Data Center,Oregon,Corvallis,44.5109314,-123.2769639,1997.0,,3000.0,general
synergy-data-center--services,Synergy Data Center,Oregon,Baker City,43.1982497,-77.6392363,2010.0,,,general
columbia1,Columbia 1,Oregon,Bend,44.047105,-121.328075,2016.0,2.0,6900.0,general
oneneck-bend,US Signal Bend OR01,Oregon,Bend,44.0860672,-121.2829166,2011.0,0.9,5000.0,general
stack-infrastructure-por01b,STACK Infrastructure POR01B,Oregon,Hillsboro,45.5499301690777,-122.9294491569509,2010.0,36.0,,general
level3-portland2,Lumen Portland 2,Oregon,Portland,45.5210017,-122.6792039,2010.0,,,general
flexential-portland-hillsboro-6,Flexential Portland - Hillsboro 6 Data Center,Oregon,Hillsboro,45.54922366766224,-122.8897036546637,2010.0,27.0,,general
fortune-oregon,STACK Infrastructure POR02A,Oregon,Hillsboro,45.547232,-122.897295,2012.0,24.0,,general
lightpoint-colocation,DTS-NET USA,Oregon,Portland,45.521146,-122.677773,2010.0,,,general
cogent-data-center-portland,Cogent Data Center - Portland,Oregon,Portland,45.5438301,-122.7219127,2010.0,,8325.0,general
qts-hillsboro,QTS Hillsboro 1 DC1,Oregon,Hillsboro,45.5585229,-122.9276464,2010.0,24.0,85000.0,ai
opus-portland,Opus Interactive Portland Datacenter,Oregon,Portland,45.5230694,-122.6836521,2010.0,,,general
6675-ne-62nd,6675 NE 62nd Ave (PDX11),Oregon,Hillsboro,45.568047,-122.9169313,2021.0,54.0,300800.0,general
stack-infrastructure-por03a,STACK Infrastructure POR03A,Oregon,Hillsboro,45.5542026,-122.9379236,2010.0,24.0,182000.0,general
h5-portland,H5 Data Centers Portland,Oregon,Portland,45.53169159999999,-122.6838871,2010.0,,10000.0,general
telx-prt1,3825 NW Aloclek Street (PDX10),Oregon,Hillsboro,45.547609,-122.892017,2012.0,10.0,,general
hillsboro-datacenter,Opus Interactive Hillsboro Datacenter,Oregon,Hillsboro,45.54740496161695,-122.8979104757309,2012.0,24.0,340000.0,general
infinity-internet,Digital Fortress Portland 1,Oregon,Portland,45.5211578,-122.6817361,2010.0,2.1,6700.0,general
crane-portland,Crane PDX01,Oregon,Forest Grove,45.5147593,-123.0778233,2010.0,48.0,72000.0,general
level3-portland1,Lumen Portland 1,Oregon,Portland,45.531553,-122.685371,2010.0,,,general
edgeconnex-por02,EdgeConneX Portland - EDCPOR02,Oregon,Hillsboro,45.5480153,-122.9059554,2010.0,3.0,16850.0,general
pittock-ix,Pittock Block,Oregon,Portland,45.5214429,-122.6805969,2010.0,8.0,,general
flexential-hillsboro,Flexential Portland - Hillsboro 1 Data Center,Oregon,Hillsboro,45.5479366,-122.8905744,2010.0,5.3,,general
windstream-portland,Windstream Portland,Oregon,Portland,45.5210556,-122.6791797,2010.0,,,general
atmosera2,Digital Fortress Portland 3,Oregon,Beaverton,45.4756998,-122.7760368,2010.0,1.5,3326.0,general
twtc-cedar-hills,Lumen Cedar Hills,Oregon,Cedar Hills,45.493568,-122.822645,2010.0,,,general
edcpor01,EdgeConneX Portland - EDCPOR01,Oregon,Hillsboro,45.5513199,-122.914901,2010.0,3.0,18700.0,general
easystreet-online-services,Digital Fortress Portland 2,Oregon,Beaverton,45.475963,-122.776797,1995.0,1.2,1704.0,general
tata-hillsboro,Tata Communications Hillsboro,Oregon,Hillsboro,45.5465082,-122.8937878,2010.0,,,general
flexential-hillsboro4,Flexential Portland - Hillsboro 4 Data Center,Oregon,Hillsboro,45.5557411,-122.9381594,2010.0,18.0,,general
flexential-hillsboro3,Flexential Portland - Hillsboro 3 Data Center,Oregon,Hillsboro,45.5604163,-122.9376545,2020.0,36.0,,general
ntt-hillsboro-hi1,GDC - Hillsboro HI1 Data Center,Oregon,Hillsboro,45.5495971,-122.9375934,2010.0,36.0,138000.0,general
stack-infrastructure-por03c,STACK Infrastructure POR03C,Oregon,Hillsboro,45.55426253454119,-122.9409601704437,2010.0,24.0,180000.0,general
stack-infrastructure-por03d,STACK Infrastructure POR03D,Oregon,Hillsboro,45.55277500226603,-122.9380311983023,2027.0,24.0,180000.0,general
flexential-hillsboro2,Flexential Portland - Hillsboro 2 Data Center,Oregon,Hillsboro,45.5570103,-122.9211116,2015.0,18.0,,general
flexential-hillsboro5,Flexential Portland - Hillsboro 5 Data Center,Oregon,Hillsboro,45.5564705,-122.9393305,2026.0,36.0,,general
google-taylor-lake-data-center,Google Taylor Lake Data Center,Oregon,The Dalles,45.6378344,-121.20254,2006.0,,,ai
google-the-dalles-building-3,Google The Dalles - Building 3,Oregon,The Dalles,45.63155197970636,-121.1994015641831,2006.0,,,ai
google-the-dalles-building-2,Google The Dalles - Building 2,Oregon,The Dalles,45.63196589694215,-121.2009143300676,2006.0,,,ai
google-the-dalles,Google The Dalles Campus,Oregon,The Dalles,45.6319052,-121.2010282,2006.0,,,ai
google-the-dalles-building-1,Google The Dalles - Building 1,Oregon,The Dalles,45.63240231783797,-121.2022876210833,2006.0,,,ai
google-3500-river-rd,Google - 3500 River Rd,Oregon,The Dalles,45.63039520903672,-121.2081330253013,2006.0,,,ai
amazon-aws-pdx-79386-olson,Amazon AWS PDX - 79386 Olson,Oregon,Boardman,45.83625228734927,-119.6938716440994,2011.0,,,ai
amazon-aws-pdx-lewis-east-campus,Amazon AWS PDX - Lewis East Campus,Oregon,Boardman,45.84902426298796,-119.6031458634243,2011.0,,,ai
amazon-aws-pdx-75254-gar-swanson,Amazon AWS PDX - 75254 Gar Swanson,Oregon,Boardman,45.86216842923527,-119.605114495368,2011.0,,,ai
amazon-aws-pdx-rippee-campus,Amazon AWS PDX - Rippee Campus,Oregon,Boardman,45.84240160671254,-119.6539522813754,2011.0,,,ai
amazon-aws-pdx-79540-rippee,Amazon AWS PDX - 79540 Rippee,Oregon,Boardman,45.84125868483766,-119.6554407542508,2011.0,,,ai
amazon-aws-pdx-75300-lewis,Amazon AWS PDX - 75300 Lewis,Oregon,Boardman,45.8466827257149,-119.6036873560162,2011.0,,,ai
amazon-aws-pdx-75282-lewis,Amazon AWS PDX - 75282 Lewis,Oregon,Boardman,45.84685461596288,-119.6090088584699,2011.0,,,ai
amazon-aws-pdx-73577-lewis,Amazon AWS PDX - 73577 Lewis,Oregon,Boardman,45.85224881182524,-119.6297064745701,2011.0,,,ai
amazon-aws-pdx-77866-bombing,Amazon AWS PDX - 77866 Bombing,Oregon,Boardman,45.81886769961977,-119.6320227248745,2011.0,,,ai
amazon-aws-pdx-75242-gar-swanson,Amazon AWS PDX - 75242 Gar Swanson,Oregon,Boardman,45.85875388553543,-119.6051252242036,2011.0,,,ai
amazon-aws-pdx-bombing-c,Amazon AWS PDX - Bombing C,Oregon,Boardman,45.81982996257562,-119.6379553152531,2011.0,,,ai
amazon-aws-pdx-bombing-d,Amazon AWS PDX - Bombing D,Oregon,Boardman,45.81877252985871,-119.6372573634721,2011.0,,,ai
amazon-aws-pdx-73575-lewis,Amazon AWS PDX - 73575 Lewis,Oregon,Boardman,45.85081153596713,-119.6304727042426,2011.0,,,ai
